№ Тиражей;№Поз 1;№Поз 2;№Поз 3;№Поз 4;№Поз 5;№Поз 6;№Поз 7;№Поз 8;№Поз 9;№Поз 10;№Поз 11;№Поз 12;№Поз 13;№Поз 14;№Поз 15;№Поз 16;№Поз 17;№Поз 18;№Поз 19;№Поз 20
4329_4338;2,00000000;2,00000000;2,00000000;2,50000000;3,33333333;1,66666667;3,33333333;2,50000000;3,33333333;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;3,33333333;3,33333333;1,66666667;3,33333333
4330_4339;3,33333333;2,00000000;3,33333333;3,33333333;1,66666667;1,66666667;10,00000000;3,33333333;5,00000000;1,66666667;3,33333333;5,00000000;2,50000000;5,00000000;3,33333333;5,00000000;2,00000000;1,66666667;10,00000000;1,66666667
4331_4340;3,33333333;2,50000000;2,00000000;5,00000000;3,33333333;2,50000000;2,00000000;1,42857143;2,00000000;2,50000000;5,00000000;2,00000000;5,00000000;3,33333333;2,50000000;2,50000000;3,33333333;10,00000000;1,42857143;2,50000000
4332_4341;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;1,66666667;2,00000000;3,33333333;2,50000000;5,00000000;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;3,33333333;2,00000000
4333_4342;2,00000000;2,50000000;3,33333333;3,33333333;1,66666667;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;5,00000000;10,00000000;3,33333333;5,00000000;5,00000000;3,33333333;3,33333333
4334_4343;5,00000000;2,50000000;3,33333333;5,00000000;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;2,50000000;5,00000000;2,50000000;5,00000000;10,00000000;2,50000000;3,33333333;3,33333333;2,00000000
4335_4344;2,50000000;2,00000000;5,00000000;3,33333333;3,33333333;1,66666667;2,00000000;10,00000000;2,00000000;1,66666667;5,00000000;3,33333333;2,00000000;10,00000000;5,00000000;5,00000000;2,00000000;5,00000000;5,00000000;3,33333333
4336_4345;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;2,50000000;5,00000000;3,33333333;2,50000000;5,00000000;2,50000000;2,00000000;2,00000000;3,33333333;2,00000000;2,50000000;3,33333333;2,00000000
4337_4346;5,00000000;3,33333333;2,00000000;1,66666667;2,00000000;2,00000000;10,00000000;5,00000000;2,50000000;1,66666667;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000;10,00000000;3,33333333;5,00000000;3,33333333;5,00000000
4338_4347;5,00000000;2,00000000;3,33333333;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;3,33333333;1,66666667;5,00000000;2,50000000;5,00000000;3,33333333;2,00000000;2,50000000;3,33333333;10,00000000;2,00000000;2,50000000
4339_4348;3,33333333;2,00000000;3,33333333;5,00000000;3,33333333;2,00000000;2,00000000;2,50000000;2,50000000;5,00000000;3,33333333;2,50000000;5,00000000;5,00000000;2,50000000;2,50000000;2,00000000;1,42857143;2,50000000;5,00000000
4340_4349;3,33333333;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;2,00000000;10,00000000;3,33333333;1,66666667;3,33333333;2,50000000;2,00000000;5,00000000;2,50000000;2,00000000;2,50000000;3,33333333;10,00000000
4341_4350;2,50000000;3,33333333;2,50000000;1,66666667;5,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;1,66666667;2,00000000;3,33333333;3,33333333;2,00000000;-;2,50000000;3,33333333;10,00000000
4342_4351;2,50000000;2,50000000;3,33333333;1,42857143;5,00000000;2,00000000;1,66666667;5,00000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;10,00000000;5,00000000;2,50000000;5,00000000;5,00000000;1,42857143;5,00000000
4343_4352;2,50000000;2,50000000;5,00000000;2,00000000;10,00000000;2,50000000;5,00000000;2,00000000;5,00000000;3,33333333;2,50000000;2,50000000;2,00000000;2,00000000;2,00000000;2,50000000;2,50000000;5,00000000;2,00000000;1,66666667
4344_4353;5,00000000;1,66666667;2,50000000;3,33333333;1,42857143;3,33333333;1,66666667;2,50000000;3,33333333;10,00000000;1,66666667;2,00000000;1,66666667;2,50000000;2,50000000;3,33333333;10,00000000;5,00000000;2,00000000;5,00000000
4345_4354;5,00000000;1,66666667;2,00000000;1,11111111;5,00000000;2,50000000;2,50000000;1,66666667;5,00000000;1,11111111;5,00000000;10,00000000;2,50000000;1,66666667;3,33333333;2,00000000;1,66666667;5,00000000;5,00000000;2,00000000
4346_4355;5,00000000;3,33333333;2,00000000;3,33333333;1,66666667;3,33333333;3,33333333;2,00000000;2,50000000;5,00000000;2,50000000;2,00000000;2,00000000;5,00000000;-;-;5,00000000;1,66666667;5,00000000;3,33333333
4347_4356;5,00000000;2,50000000;1,42857143;2,50000000;1,66666667;3,33333333;5,00000000;3,33333333;1,66666667;1,42857143;5,00000000;3,33333333;10,00000000;2,50000000;10,00000000;10,00000000;2,00000000;-;5,00000000;2,00000000
4348_4357;1,66666667;1,42857143;2,00000000;1,42857143;1,66666667;2,50000000;5,00000000;2,00000000;2,00000000;2,50000000;1,42857143;1,42857143;2,50000000;2,50000000;5,00000000;3,33333333;5,00000000;2,50000000;5,00000000;10,00000000
4349_4358;1,66666667;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;5,00000000;1,42857143;2,50000000;2,50000000;10,00000000;2,50000000;1,66666667;5,00000000;3,33333333;2,00000000;5,00000000
4350_4359;2,50000000;1,66666667;2,50000000;5,00000000;3,33333333;5,00000000;2,00000000;2,50000000;10,00000000;2,50000000;3,33333333;2,00000000;1,42857143;3,33333333;10,00000000;5,00000000;2,00000000;1,42857143;5,00000000;5,00000000
4351_4360;1,66666667;5,00000000;2,00000000;5,00000000;5,00000000;5,00000000;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000;5,00000000;2,00000000;1,66666667;1,66666667;5,00000000;10,00000000;1,42857143;1,66666667;5,00000000
4352_4361;5,00000000;5,00000000;2,50000000;1,66666667;2,00000000;2,50000000;1,66666667;2,00000000;1,66666667;1,66666667;3,33333333;5,00000000;2,50000000;3,33333333;3,33333333;5,00000000;-;1,66666667;5,00000000;10,00000000
4353_4362;1,66666667;1,66666667;3,33333333;1,66666667;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;1,66666667;3,33333333;2,00000000;2,50000000;2,00000000;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;2,50000000
4354_4363;3,33333333;2,50000000;2,50000000;1,66666667;2,00000000;3,33333333;2,50000000;1,66666667;2,00000000;3,33333333;2,50000000;2,00000000;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333
4355_4364;5,00000000;2,50000000;5,00000000;2,00000000;5,00000000;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;2,00000000;-;3,33333333;3,33333333
4356_4365;3,33333333;2,00000000;2,00000000;2,50000000;2,50000000;10,00000000;2,00000000;2,00000000;3,33333333;3,33333333;2,00000000;3,33333333;2,00000000;3,33333333;2,00000000;3,33333333;5,00000000;3,33333333;2,50000000;10,00000000
4357_4366;3,33333333;2,00000000;2,00000000;3,33333333;2,00000000;3,33333333;2,00000000;2,50000000;5,00000000;2,50000000;10,00000000;2,00000000;5,00000000;2,50000000;3,33333333;3,33333333;5,00000000;1,66666667;5,00000000;5,00000000
4358_4367;5,00000000;10,00000000;3,33333333;2,00000000;1,66666667;2,00000000;2,50000000;3,33333333;1,66666667;2,00000000;2,50000000;2,50000000;3,33333333;-;2,50000000;2,50000000;2,50000000;2,50000000;2,00000000;2,00000000
4359_4368;2,00000000;5,00000000;3,33333333;3,33333333;2,00000000;2,50000000;1,66666667;2,00000000;2,50000000;3,33333333;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;2,00000000;2,00000000;3,33333333;10,00000000
4360_4369;2,00000000;2,00000000;5,00000000;2,50000000;2,50000000;1,66666667;2,50000000;3,33333333;2,50000000;1,66666667;10,00000000;10,00000000;3,33333333;3,33333333;1,66666667;5,00000000;3,33333333;2,50000000;3,33333333;2,00000000
4361_4370;1,66666667;5,00000000;3,33333333;2,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;2,00000000;2,50000000;3,33333333;5,00000000;3,33333333;10,00000000;2,50000000;10,00000000;2,50000000;2,00000000;2,50000000
4362_4371;5,00000000;3,33333333;1,42857143;1,66666667;3,33333333;2,50000000;2,00000000;2,50000000;1,42857143;2,00000000;10,00000000;2,50000000;2,00000000;5,00000000;2,00000000;3,33333333;3,33333333;3,33333333;3,33333333;2,50000000
4363_4372;3,33333333;1,42857143;2,50000000;2,50000000;1,66666667;3,33333333;1,66666667;3,33333333;2,50000000;1,66666667;5,00000000;2,00000000;-;2,00000000;2,50000000;-;1,66666667;3,33333333;5,00000000;-
4364_4373;5,00000000;5,00000000;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333;1,66666667;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;-;2,00000000;2,50000000;3,33333333;3,33333333;3,33333333;2,00000000
4365_4374;2,50000000;3,33333333;1,66666667;2,50000000;3,33333333;3,33333333;10,00000000;2,00000000;1,66666667;2,50000000;2,00000000;1,66666667;1,66666667;5,00000000;3,33333333;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000
4366_4375;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;2,00000000;3,33333333;2,50000000;10,00000000;5,00000000;2,50000000;10,00000000;2,50000000;3,33333333;10,00000000;2,50000000;2,50000000;-
4367_4376;5,00000000;1,42857143;2,00000000;5,00000000;1,42857143;5,00000000;5,00000000;1,66666667;5,00000000;2,00000000;5,00000000;3,33333333;3,33333333;2,50000000;5,00000000;2,50000000;2,00000000;2,00000000;2,00000000;3,33333333
4368_4377;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;1,66666667;2,00000000;2,00000000;10,00000000;2,50000000;3,33333333;2,00000000;3,33333333;3,33333333;10,00000000;2,50000000;3,33333333;2,00000000
4369_4378;2,00000000;1,66666667;2,50000000;2,00000000;2,00000000;2,00000000;2,00000000;2,50000000;5,00000000;5,00000000;2,50000000;5,00000000;3,33333333;5,00000000;5,00000000;1,66666667;2,00000000;5,00000000;1,66666667;5,00000000
4370_4379;2,00000000;1,66666667;1,66666667;5,00000000;3,33333333;2,00000000;2,00000000;10,00000000;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;3,33333333;2,50000000;2,00000000;2,00000000
4371_4380;3,33333333;3,33333333;2,00000000;2,50000000;3,33333333;5,00000000;2,00000000;3,33333333;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333;3,33333333;2,00000000;2,00000000;1,66666667;3,33333333;3,33333333;3,33333333
4372_4381;3,33333333;2,00000000;2,00000000;2,00000000;2,00000000;5,00000000;1,42857143;5,00000000;2,00000000;10,00000000;3,33333333;5,00000000;-;5,00000000;2,50000000;2,00000000;2,50000000;2,50000000;10,00000000;2,00000000
4373_4382;1,66666667;1,42857143;3,33333333;2,00000000;3,33333333;2,50000000;1,42857143;3,33333333;2,50000000;3,33333333;5,00000000;3,33333333;2,50000000;10,00000000;5,00000000;5,00000000;2,50000000;2,50000000;2,00000000;3,33333333
4374_4383;1,42857143;2,00000000;2,00000000;3,33333333;3,33333333;2,00000000;3,33333333;3,33333333;10,00000000;1,66666667;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;1,25000000
4375_4384;3,33333333;5,00000000;2,50000000;2,00000000;1,25000000;2,00000000;2,00000000;3,33333333;2,00000000;10,00000000;3,33333333;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;10,00000000;5,00000000
4376_4385;2,50000000;2,00000000;2,50000000;1,66666667;5,00000000;2,00000000;1,25000000;2,50000000;2,00000000;2,50000000;3,33333333;5,00000000;2,50000000;2,00000000;3,33333333;2,50000000;2,50000000;10,00000000;2,50000000;5,00000000
4377_4386;2,50000000;5,00000000;2,50000000;2,00000000;2,00000000;2,00000000;5,00000000;3,33333333;2,50000000;2,00000000;5,00000000;2,00000000;2,50000000;3,33333333;2,50000000;5,00000000;3,33333333;3,33333333;2,50000000;3,33333333
4378_4387;2,50000000;3,33333333;2,50000000;2,00000000;5,00000000;2,50000000;2,00000000;3,33333333;3,33333333;3,33333333;10,00000000;5,00000000;5,00000000;2,00000000;3,33333333;3,33333333;2,50000000;2,00000000;2,50000000;5,00000000
4379_4388;3,33333333;5,00000000;2,50000000;3,33333333;2,00000000;3,33333333;5,00000000;3,33333333;10,00000000;5,00000000;3,33333333;1,66666667;2,50000000;2,50000000;10,00000000;2,50000000;3,33333333;2,50000000;2,50000000;10,00000000
4380_4389;2,50000000;2,00000000;2,00000000;2,50000000;2,50000000;5,00000000;2,00000000;2,50000000;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;5,00000000;2,50000000;3,33333333;2,50000000;5,00000000;2,50000000;2,50000000
4381_4390;2,00000000;3,33333333;2,00000000;2,00000000;2,00000000;2,50000000;1,66666667;2,50000000;5,00000000;5,00000000;3,33333333;3,33333333;2,00000000;5,00000000;5,00000000;3,33333333;1,66666667;1,66666667;5,00000000;2,50000000
4382_4391;2,50000000;5,00000000;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;2,50000000;1,66666667;2,50000000;2,00000000;5,00000000;5,00000000;5,00000000;3,33333333;3,33333333;2,00000000
4383_4392;1,66666667;2,00000000;1,25000000;3,33333333;10,00000000;2,50000000;1,66666667;3,33333333;3,33333333;2,50000000;3,33333333;10,00000000;2,00000000;5,00000000;2,00000000;2,50000000;2,00000000;3,33333333;5,00000000;10,00000000
4384_4393;3,33333333;2,50000000;3,33333333;1,42857143;2,00000000;3,33333333;2,50000000;1,66666667;2,00000000;3,33333333;3,33333333;-;10,00000000;5,00000000;10,00000000;1,66666667;2,50000000;3,33333333;5,00000000;3,33333333
4385_4394;3,33333333;5,00000000;2,50000000;3,33333333;1,66666667;2,50000000;1,66666667;2,50000000;1,66666667;1,66666667;3,33333333;2,00000000;3,33333333;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000
4386_4395;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;5,00000000;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333;2,00000000;5,00000000;2,00000000;2,00000000;2,50000000;2,00000000;2,50000000;2,50000000;2,50000000
4387_4396;3,33333333;2,00000000;1,66666667;1,42857143;2,50000000;2,50000000;1,66666667;3,33333333;3,33333333;2,50000000;2,50000000;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;5,00000000;2,50000000;5,00000000
4388_4397;2,50000000;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;1,66666667;3,33333333;3,33333333;5,00000000;2,50000000;1,66666667;2,00000000;5,00000000;2,50000000;5,00000000;3,33333333;3,33333333;5,00000000;3,33333333
4389_4398;5,00000000;2,00000000;3,33333333;5,00000000;2,50000000;5,00000000;2,50000000;1,42857143;3,33333333;5,00000000;2,00000000;3,33333333;5,00000000;2,00000000;5,00000000;3,33333333;3,33333333;3,33333333;1,66666667;2,00000000
4390_4399;5,00000000;3,33333333;2,00000000;2,00000000;2,50000000;1,66666667;2,50000000;1,66666667;2,00000000;5,00000000;3,33333333;1,42857143;2,50000000;2,50000000;5,00000000;5,00000000;2,00000000;3,33333333;3,33333333;2,50000000
4391_4400;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;3,33333333;10,00000000;5,00000000;2,00000000;10,00000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333
4392_4401;5,00000000;2,50000000;3,33333333;5,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,50000000;5,00000000;5,00000000;2,50000000;10,00000000;5,00000000;2,50000000;3,33333333;5,00000000;1,66666667;5,00000000;2,50000000
4393_4402;10,00000000;1,66666667;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;1,66666667;2,50000000;3,33333333;5,00000000;1,66666667;5,00000000;2,50000000;5,00000000;3,33333333;10,00000000;2,50000000;5,00000000;5,00000000
4394_4403;1,66666667;2,50000000;2,50000000;2,50000000;3,33333333;3,33333333;1,66666667;10,00000000;3,33333333;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;2,00000000;3,33333333;5,00000000;3,33333333;-;2,50000000
4395_4404;3,33333333;2,50000000;3,33333333;5,00000000;2,00000000;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;3,33333333;-;10,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,00000000;10,00000000;1,42857143
4396_4405;2,00000000;3,33333333;3,33333333;2,50000000;2,00000000;2,50000000;2,00000000;1,66666667;3,33333333;3,33333333;10,00000000;3,33333333;2,50000000;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;10,00000000;2,50000000
4397_4406;2,00000000;1,25000000;3,33333333;1,66666667;2,00000000;3,33333333;3,33333333;3,33333333;1,66666667;2,50000000;2,00000000;2,00000000;5,00000000;2,50000000;10,00000000;3,33333333;3,33333333;3,33333333;3,33333333;1,66666667
4398_4407;2,50000000;3,33333333;5,00000000;2,00000000;3,33333333;2,50000000;2,00000000;2,50000000;5,00000000;2,50000000;5,00000000;1,42857143;2,00000000;2,50000000;3,33333333;1,42857143;5,00000000;2,50000000;5,00000000;3,33333333
4399_4408;2,00000000;3,33333333;2,50000000;2,00000000;1,66666667;1,66666667;5,00000000;2,00000000;2,00000000;2,50000000;2,00000000;3,33333333;1,66666667;1,66666667;2,00000000;2,00000000;5,00000000;5,00000000;1,66666667;5,00000000
4400_4409;2,00000000;1,66666667;3,33333333;5,00000000;5,00000000;2,00000000;5,00000000;2,50000000;3,33333333;5,00000000;2,00000000;2,50000000;2,00000000;10,00000000;3,33333333;3,33333333;2,00000000;2,50000000;3,33333333;5,00000000
4401_4410;2,00000000;2,00000000;2,00000000;2,00000000;2,50000000;3,33333333;1,66666667;2,00000000;5,00000000;1,66666667;1,66666667;5,00000000;2,00000000;1,66666667;10,00000000;5,00000000;1,66666667;2,50000000;5,00000000;3,33333333
4402_4411;3,33333333;1,66666667;3,33333333;2,50000000;1,42857143;2,00000000;5,00000000;2,00000000;2,00000000;3,33333333;5,00000000;5,00000000;2,50000000;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333;3,33333333;5,00000000
4403_4412;2,00000000;3,33333333;3,33333333;2,00000000;3,33333333;5,00000000;2,50000000;2,00000000;2,50000000;5,00000000;3,33333333;1,66666667;5,00000000;10,00000000;2,00000000;3,33333333;2,00000000;2,00000000;5,00000000;3,33333333
4404_4413;2,00000000;3,33333333;2,00000000;3,33333333;2,50000000;2,00000000;2,00000000;2,00000000;2,00000000;2,50000000;1,66666667;3,33333333;5,00000000;5,00000000;2,00000000;3,33333333;2,50000000;5,00000000;2,00000000;3,33333333
4405_4414;2,50000000;2,00000000;2,50000000;1,42857143;1,66666667;2,50000000;3,33333333;3,33333333;5,00000000;2,00000000;5,00000000;10,00000000;2,50000000;3,33333333;3,33333333;2,50000000;1,66666667;3,33333333;2,50000000;2,50000000
4406_4415;2,50000000;5,00000000;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;5,00000000;2,50000000;2,50000000;5,00000000;2,50000000;3,33333333;3,33333333;1,66666667;10,00000000;10,00000000;2,50000000;5,00000000
4407_4416;2,50000000;2,00000000;2,00000000;5,00000000;2,50000000;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;2,00000000;3,33333333;2,50000000;2,50000000;5,00000000;3,33333333
4408_4417;2,00000000;5,00000000;2,50000000;2,00000000;3,33333333;2,00000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;10,00000000;2,00000000;2,50000000;10,00000000;3,33333333;3,33333333;2,00000000;2,00000000
4409_4418;2,00000000;2,50000000;10,00000000;2,50000000;5,00000000;2,00000000;3,33333333;2,00000000;5,00000000;3,33333333;3,33333333;3,33333333;2,50000000;10,00000000;5,00000000;5,00000000;3,33333333;2,50000000;5,00000000;3,33333333
4410_4419;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;1,66666667
4411_4420;3,33333333;3,33333333;2,00000000;5,00000000;2,50000000;2,00000000;3,33333333;10,00000000;2,00000000;3,33333333;2,50000000;2,00000000;5,00000000;2,50000000;5,00000000;2,50000000;3,33333333;2,00000000;5,00000000;3,33333333
4412_4421;3,33333333;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000;5,00000000;3,33333333;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;2,50000000;5,00000000;2,50000000;2,50000000
4413_4422;2,00000000;2,00000000;3,33333333;2,50000000;5,00000000;2,00000000;1,42857143;3,33333333;1,66666667;2,50000000;5,00000000;1,42857143;2,00000000;1,66666667;2,00000000;10,00000000;1,66666667;3,33333333;2,00000000;5,00000000
4414_4423;10,00000000;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;1,42857143;3,33333333;3,33333333;2,00000000;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;1,66666667;2,00000000;3,33333333;3,33333333
4415_4424;3,33333333;3,33333333;2,00000000;2,00000000;2,50000000;2,00000000;1,66666667;3,33333333;3,33333333;2,50000000;1,66666667;1,42857143;3,33333333;3,33333333;5,00000000;3,33333333;5,00000000;1,66666667;2,50000000;2,50000000
4416_4425;3,33333333;2,00000000;1,66666667;1,66666667;2,50000000;5,00000000;10,00000000;2,50000000;2,00000000;2,00000000;3,33333333;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;2,50000000;2,00000000;1,66666667;10,00000000
4417_4426;2,50000000;5,00000000;3,33333333;2,00000000;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000;2,00000000;2,00000000;1,66666667;5,00000000;2,50000000;1,66666667;5,00000000;2,00000000;2,50000000;2,50000000;1,42857143
4418_4427;2,00000000;2,50000000;2,00000000;2,50000000;1,42857143;3,33333333;5,00000000;3,33333333;2,00000000;2,00000000;3,33333333;3,33333333;5,00000000;10,00000000;-;1,42857143;3,33333333;10,00000000;1,66666667;2,00000000
4419_4428;2,50000000;5,00000000;1,66666667;2,00000000;5,00000000;5,00000000;3,33333333;2,00000000;1,42857143;2,50000000;2,50000000;5,00000000;3,33333333;3,33333333;5,00000000;5,00000000;2,50000000;5,00000000;3,33333333;1,66666667
4420_4429;2,50000000;3,33333333;3,33333333;3,33333333;1,66666667;3,33333333;5,00000000;2,00000000;3,33333333;3,33333333;5,00000000;10,00000000;5,00000000;5,00000000;5,00000000;5,00000000;5,00000000;1,66666667;1,25000000;1,66666667
4421_4430;5,00000000;2,00000000;3,33333333;5,00000000;3,33333333;1,66666667;5,00000000;1,66666667;1,42857143;2,50000000;3,33333333;3,33333333;2,50000000;3,33333333;-;3,33333333;2,00000000;3,33333333;2,00000000;5,00000000
4422_4431;2,50000000;5,00000000;3,33333333;2,00000000;3,33333333;2,00000000;2,50000000;1,66666667;3,33333333;2,50000000;5,00000000;3,33333333;5,00000000;5,00000000;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;5,00000000
4423_4432;1,42857143;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;1,66666667;2,50000000;2,50000000;3,33333333;5,00000000;3,33333333;2,00000000;2,50000000;10,00000000;2,50000000;5,00000000;5,00000000;5,00000000;5,00000000
4424_4433;1,42857143;2,50000000;1,66666667;2,00000000;2,50000000;2,00000000;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;2,50000000;10,00000000;2,00000000;2,50000000;5,00000000;1,42857143;5,00000000;2,00000000;5,00000000
4425_4434;2,00000000;2,50000000;2,50000000;2,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333;5,00000000;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;3,33333333
4426_4435;2,50000000;1,66666667;1,66666667;5,00000000;2,00000000;2,00000000;1,66666667;2,00000000;3,33333333;2,50000000;2,50000000;5,00000000;5,00000000;10,00000000;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;2,00000000
4427_4436;1,66666667;2,50000000;10,00000000;5,00000000;5,00000000;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;5,00000000;3,33333333;3,33333333;5,00000000;2,50000000;2,50000000;10,00000000;3,33333333;2,50000000;2,50000000
4428_4437;2,50000000;5,00000000;2,50000000;2,00000000;2,50000000;2,00000000;5,00000000;2,00000000;5,00000000;2,00000000;5,00000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;10,00000000;5,00000000;2,00000000;-
4429_4438;3,33333333;3,33333333;5,00000000;2,50000000;2,50000000;3,33333333;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;10,00000000;3,33333333;2,00000000;2,00000000;3,33333333;2,50000000;2,00000000;5,00000000;5,00000000
4430_4439;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,00000000;2,00000000;1,66666667;3,33333333;3,33333333;2,00000000;2,50000000;2,50000000;1,42857143;10,00000000;2,50000000;2,00000000;3,33333333;2,50000000
4431_4440;3,33333333;2,00000000;1,66666667;2,50000000;2,50000000;3,33333333;1,66666667;2,50000000;10,00000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;5,00000000;2,50000000;3,33333333;5,00000000;2,50000000;3,33333333
4432_4441;2,50000000;2,50000000;1,42857143;3,33333333;1,66666667;3,33333333;2,50000000;3,33333333;1,66666667;2,00000000;3,33333333;2,00000000;1,66666667;10,00000000;2,00000000;5,00000000;10,00000000;10,00000000;2,00000000;3,33333333
4433_4442;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000;5,00000000;2,50000000;1,42857143;2,50000000;3,33333333;5,00000000;3,33333333;2,00000000;10,00000000;5,00000000;10,00000000;1,66666667;10,00000000;5,00000000
4434_4443;2,50000000;3,33333333;1,66666667;2,00000000;5,00000000;1,66666667;5,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333;5,00000000;2,50000000;5,00000000;10,00000000;1,66666667;5,00000000;-
4435_4444;2,50000000;5,00000000;2,50000000;2,50000000;2,50000000;1,66666667;2,50000000;1,42857143;3,33333333;1,66666667;2,00000000;3,33333333;5,00000000;5,00000000;2,50000000;1,66666667;5,00000000;10,00000000;2,50000000;2,50000000
4436_4445;3,33333333;2,50000000;3,33333333;5,00000000;2,50000000;2,50000000;3,33333333;3,33333333;2,50000000;10,00000000;2,50000000;2,00000000;5,00000000;2,50000000;2,50000000;3,33333333;5,00000000;3,33333333;5,00000000;1,66666667
4437_4446;1,66666667;5,00000000;3,33333333;5,00000000;5,00000000;3,33333333;2,00000000;1,42857143;1,42857143;2,00000000;2,00000000;1,42857143;2,50000000;2,00000000;1,66666667;5,00000000;1,66666667;1,66666667;3,33333333;3,33333333
4438_4447;1,66666667;5,00000000;1,66666667;3,33333333;1,66666667;1,66666667;2,00000000;3,33333333;2,00000000;1,66666667;10,00000000;5,00000000;3,33333333;2,50000000;-;3,33333333;2,50000000;5,00000000;1,66666667;5,00000000
